Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	log2 fold change	p-value
Q15032;Q53SQ1;B4DLH6;H7C2F9;H7C207;Q4ZG59;H7C1X4;H7BZ47;H0YIX9;A0A0U1RRA6;B5MCU0;B5MCG9;Q9Y2K5	Q15032;Q53SQ1;B4DLH6;H7C2F9;H7C207	R3H domain-containing protein 1	R3HDM1;R3HDM	22.122	21.92132	22.83114	23.88995	24.13876	23.61897	-1.591073354	2.145257818
Q15046;Q6ZTI3;H3BVA8;J3KRL2;H3BRC9;H3BPV7	Q15046;Q6ZTI3	Lysine--tRNA ligase	KARS	27.3441	27.84834	27.34841	27.87701	28.78466	29.23057	-1.117132187	1.215115071
Q15047;E9PRF4;E9PQM8;X6R732;X6RHV1;B0QZE6;E9PS59;E9PAP1;B4DYJ0	Q15047;E9PRF4;E9PQM8	Histone-lysine N-methyltransferase SETDB1	SETDB1	29.26457	29.04461	29.23882	29.14056	28.88803	28.58144	0.312654495	0.82336214
Q15050	Q15050	Ribosome biogenesis regulatory protein homolog	RRS1	30.85408	30.95954	30.92606	30.62523	29.99213	29.71895	0.801125844	1.383477264
Q15051;C9JVC4;C9J6Z7;C9JXD7	Q15051	IQ calmodulin-binding motif-containing protein 1	IQCB1	22.05331	21.10038	21.75663	24.04277	24.42861	24.41125	-2.657433828	3.001392392
Q15056;Q75MU1;B4DMV6;Q75MU2;Q75MT8	Q15056;Q75MU1;B4DMV6;Q75MU2	Eukaryotic translation initiation factor 4H	EIF4H;WBSCR1	29.25144	28.9738	29.06059	28.96848	29.11202	29.31099	-0.035219193	0.097980899
Q15058	Q15058	Kinesin-like protein KIF14	KIF14	25.0161	23.29207	22.73576	27.63027	27.44427	27.19845	-3.743018468	2.234418389
Q15061;C9IZK7;C9JEE7;Q8TB67	Q15061	WD repeat-containing protein 43	WDR43	30.41931	30.14989	30.29898	30.2712	29.92039	29.23027	0.482105255	0.696242416
Q15072	Q15072	Zinc finger protein OZF	ZNF146	25.4128	25.4048	25.02357	25.16381	24.88441	24.79496	0.332663218	0.914761222
Q15075;A8K7J3;Q05D76	Q15075;A8K7J3	Early endosome antigen 1	EEA1	28.99531	29.0643	28.79278	28.72051	28.93475	29.06887	0.042754491	0.119788324
Q15084	Q15084	Protein disulfide-isomerase A6	PDIA6	26.99367	27.53193	27.21771	28.23133	28.30661	28.68398	-1.159536362	2.281722099
Q15149;D3DWL0;Q96IE3;E9PMV1;H0YDN1;E9PIA2;E9PQ28	Q15149	Plectin	PLEC	34.77701	34.6365	34.61626	32.72947	32.67413	32.2992	2.108988444	3.89462131
Q15172	Q15172	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	PPP2R5A	22.73079	22.08193	22.59736	23.81646	24.68726	25.04589	-2.046510696	2.1035809
Q15181;V9HWB5;Q5SQT6	Q15181;V9HWB5;Q5SQT6	Inorganic pyrophosphatase	PPA1;HEL-S-66p	27.29439	27.28551	26.94704	26.82857	27.15981	27.35304	0.06183815	0.117774582
Q15257;B4DZF8;A6PVN5;Q5T949;Q5T948;F6WIT2;B4DLX5;A6PVN9;Q68CR8;A6PVN6;C9IZ76;B7ZBQ0;A6PVN8;A6PVN7;H0Y6E5;B4DDQ6;B7ZBP7;B7ZBP9	Q15257;B4DZF8;A6PVN5;Q5T949;Q5T948;F6WIT2;B4DLX5;A6PVN9	Serine/threonine-protein phosphatase 2A activator	PPP2R4	26.34086	25.99311	26.34055	27.20518	27.14657	27.42061	-1.03261439	2.713138114
Q15269;C9J544	Q15269	Periodic tryptophan protein 2 homolog	PWP2	31.1278	31.08778	31.21483	30.8356	30.57398	30.05776	0.654356639	1.322814969
Q15276;B4DMM4;Q05BX6;K7ENJ9;A0A087WZZ3	Q15276;B4DMM4;Q05BX6	Rab GTPase-binding effector protein 1	RABEP1	24.40834	24.02912	21.185	25.62614	25.92152	26.09961	-2.674939473	1.224214384
Q15287;D3DU92;H3BTC0;H3BMM9;H3BV80;A0A024R9P1;H3BPG5;H3BMS0;H3BUL0;H3BRK4;H3BTV0;H3BTY0;H3BUG0;H3BTR6;H3BP82;H3BNI3;H3BNU7	Q15287;D3DU92;H3BTC0;H3BMM9;H3BV80;A0A024R9P1;H3BPG5;H3BMS0	RNA-binding protein with serine-rich domain 1	RNPS1;hCG_2026745	31.31398	31.23404	31.37803	30.73312	30.73336	30.55664	0.634309769	3.035549291
Q15334;A0A087WW77;A0PJG1	Q15334;A0A087WW77	Lethal(2) giant larvae protein homolog 1	LLGL1	22.03989	21.61012	22.54294	25.79704	26.51087	26.72325	-4.279405594	3.41217205
Q15366;H3BRU6;F8VZX2;B4DRD7;H3BSS4	Q15366;H3BRU6;F8VZX2;B4DRD7	Poly(rC)-binding protein 2	PCBP2	30.72858	30.5244	30.54747	31.18181	31.18299	30.9922	-0.518847148	2.338976529
Q15370;B8ZZU8;I3L0M9;A0A0B4J296	Q15370;B8ZZU8;I3L0M9;A0A0B4J296	Transcription elongation factor B polypeptide 2	TCEB2	25.96515	25.94168	25.76083	26.17821	26.45061	26.00502	-0.322060267	1.044357915
Q15386;B4DHJ9	Q15386;B4DHJ9	Ubiquitin-protein ligase E3C	UBE3C	24.54245	25.50127	24.77047	23.80764	23.6856	25.05014	0.756935755	0.654691118
Q15393;A8K6V3;B3KQH1;B3KM77;I3L4G7;J3QL37;H3BMB0;J3QRB2;J3QKV4	Q15393;A8K6V3;B3KQH1;B3KM77	Splicing factor 3B subunit 3	SF3B3	32.33103	32.34274	32.37342	31.95539	31.898	32.13727	0.352174759	2.066199131
Q15397	Q15397	Pumilio domain-containing protein KIAA0020	KIAA0020	31.77164	31.70479	31.792	30.96017	30.72655	30.28185	1.099953969	2.267997339
Q15404;Q32Q10;B0YJ73	Q15404;Q32Q10;B0YJ73	Ras suppressor protein 1	RSU1	25.47707	25.80087	24.75011	25.53896	25.75763	25.94575	-0.404759089	0.537635894
Q15417	Q15417	Calponin-3	CNN3	27.86856	27.82802	27.61463	29.018	29.41577	29.3311	-1.484550476	3.297411558
Q15424;B7ZLP5;A8K329;B7Z2Z1;B7Z5X3;B7Z959;B7Z2H3;K7ES42	Q15424;B7ZLP5;A8K329;B7Z2Z1;B7Z5X3;B7Z959	Scaffold attachment factor B1	SAFB	32.77502	32.53753	32.79575	32.35071	32.04062	31.8572	0.619926453	1.693051464
Q15428;Q05DF2;K7EMT0	Q15428;Q05DF2;K7EMT0	Splicing factor 3A subunit 2	SF3A2	29.26772	29.33639	29.26946	28.9747	28.88524	29.30058	0.237681707	0.862058321
Q15437;B4DRA5;B4DS04	Q15437;B4DRA5	Protein transport protein Sec23B	SEC23B	27.53623	27.60414	27.37252	27.79953	28.10279	28.36449	-0.584639231	1.524165424
Q15477;A0A1U9X8J0;Q96BC0;A0A1U9X8J6;A0A1U9X8J2;A0A1U9X8J1;O76046;Q9NPK3;A0A1U9X8I7;A0A1U9X8I9;B4DM01;B4E0N1;B4DSY1;A0A024RCU1;Q59F56;H7C5N0;A0A097PAY3;B4E0B4;B4DF09;H7C4L3;F8WDE8;Q9BQJ5	Q15477;A0A1U9X8J0;Q96BC0;A0A1U9X8J6;A0A1U9X8J2;A0A1U9X8J1;O76046;Q9NPK3;A0A1U9X8I7;A0A1U9X8I9;B4DM01;B4E0N1;B4DSY1;A0A024RCU1;Q59F56	Helicase SKI2W	SKIV2L;SKI2W	24.17135	24.74119	24.67007	25.8428	26.00693	26.58563	-1.617587407	2.306833253
Q15527;A0A024R8G1	Q15527;A0A024R8G1	Surfeit locus protein 2	SURF2	26.28023	26.48092	26.6327	25.63489	25.56976	25.4271	0.920696894	2.821637698
Q15532;J3QQM2;A8K0E5;Q4VAX0;A0A024RC40;J3QQW2;J3KT74;Q4VAX2;A4PIW0;X6R3J2;J3QS72;J3KRP6;A4PIV8;A4PIV9;A4PIV7;F5GWN1;Q6FGL9;Q8TDQ9;J3QSB3;B4DLD3;J3QQX5;J3QLJ7;J3QQW6;J3QSG1;J3KT22	Q15532;J3QQM2;A8K0E5;Q4VAX0;A0A024RC40;J3QQW2;J3KT74;Q4VAX2;A4PIW0;X6R3J2;J3QS72;J3KRP6;A4PIV8;A4PIV9;A4PIV7;F5GWN1;Q6FGL9;Q8TDQ9	Protein SSXT	SS18;SYT-SSX2;SYT-SSX1;SYT	25.63652	25.50857	25.46214	25.74129	25.4353	25.92613	-0.165159861	0.469508623
Q15542	Q15542	Transcription initiation factor TFIID subunit 5	TAF5	26.90839	27.12623	26.98837	26.64787	26.44669	26.69485	0.411193212	1.844186422
Q15545;A0A096LPC3	Q15545	Transcription initiation factor TFIID subunit 7	TAF7	26.60159	26.33195	26.2133	26.19961	26.15813	25.94286	0.282079061	0.944272385
Q15554;U3KQ35;H3BR06;H3BTA7;J3KSZ6;J3KSJ9;H3BR37;V9GYM1	Q15554;U3KQ35;H3BR06	Telomeric repeat-binding factor 2	TERF2	27.29334	27.12416	27.47344	27.68793	27.51307	27.47785	-0.262636185	1.028032828
Q15572;B7Z9B2;H3BR71;B3KUE8;H3BNH3;H3BR91;H3BUZ7	Q15572	TATA box-binding protein-associated factor RNA polymerase I subunit C	TAF1C	26.80341	26.81323	26.81714	26.44242	26.0044	26.2826	0.568122228	1.944645474
Q15573;A8K4K5;B4DS21;Q5JRA7	Q15573;A8K4K5;B4DS21;Q5JRA7	TATA box-binding protein-associated factor RNA polymerase I subunit A	TAF1A	24.24554	24.44752	24.21586	24.73552	21.79674	25.74563	0.210343043	0.061521297
Q15583	Q15583	Homeobox protein TGIF1	TGIF1	26.22698	26.25938	26.16183	26.24313	26.2298	25.75776	0.139166514	0.357345966
Q15596;E7EWM1;Q569J4;H0YBB6;B4DPW8;A0A0B6XJZ8	Q15596;E7EWM1	Nuclear receptor coactivator 2	NCOA2	26.4739	26.64774	26.64017	25.99034	26.16404	26.01776	0.529891332	2.605117155
Q15633;A8K3X2;F8VYK6;F8VZZ7;F8VP94;F8VYK3;F8VZ57;F8VTT7;B7Z1P5;H3BV98;F8VSA1;A0A024RB49;F8VW32	Q15633;A8K3X2;F8VYK6;F8VZZ7;F8VP94;F8VYK3;F8VZ57	RISC-loading complex subunit TARBP2	TARBP2	22.99245	21.72345	22.38306	24.02825	24.42304	24.62929	-1.993874232	2.095549676
Q15642;M0R2H7	Q15642;M0R2H7	Cdc42-interacting protein 4	TRIP10	26.24797	26.46403	26.51664	26.25093	26.51706	26.75034	-0.09656779	0.227638255
Q15643;H0YJ97;Q6MZL5;H0YJI2;G3V4R7	Q15643;H0YJ97;Q6MZL5	Thyroid receptor-interacting protein 11	TRIP11;DKFZp686C06243	28.58316	28.67226	28.4054	28.53542	28.68532	28.51773	-0.025885264	0.097863554
Q15645;H0YAL2	Q15645	Pachytene checkpoint protein 2 homolog	TRIP13	24.24278	23.85519	23.00949	26.70398	27.01797	26.291	-2.968495051	2.672574377
Q15648;B2RAG9;B4DSK7;J3QKZ7;J3KSD7	Q15648;B2RAG9;B4DSK7	Mediator of RNA polymerase II transcription subunit 1	MED1	29.12957	29.11344	29.22223	28.1209	27.89995	28.18645	1.085981369	3.511043084
Q15650;H0YL91;H0YLN7;H0YK63;H0YKD9	Q15650;H0YL91	Activating signal cointegrator 1	TRIP4	21.34691	23.28085	21.89696	24.38969	24.72801	24.56541	-2.386126836	1.82425838
Q15654;F2ZC06;Q71V88;A0A0D9SFS2;Q68D94;H7BZE2;F2ZC09	Q15654;F2ZC06;Q71V88;A0A0D9SFS2;Q68D94	Thyroid receptor-interacting protein 6	TRIP6;TRIP6i1;DKFZp686J22257	25.49509	25.69967	25.49399	26.78893	26.81958	27.06456	-1.328102112	3.556111242
Q15691;B4DM33;A2VCR0	Q15691;B4DM33;A2VCR0	Microtubule-associated protein RP/EB family member 1	MAPRE1	29.57825	29.57978	29.4452	29.94782	30.08525	30.37327	-0.601034164	1.971375217
Q15717;M0QZR9;M0R055	Q15717;M0QZR9	ELAV-like protein 1	ELAVL1	30.75509	30.70997	30.86312	31.45391	31.46942	31.3509	-0.64867719	3.418284187
Q15738;C9JDR0	Q15738;C9JDR0	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"	NSDHL	26.76015	26.8411	26.72208	26.11625	26.52691	26.21756	0.487538656	1.717734482
Q15742	Q15742	NGFI-A-binding protein 2	NAB2	22.37109	22.19545	22.53176	24.65447	24.25415	24.71534	-2.175217946	3.625680174
Q15753	Q15753			22.53982	22.74109	23.12986	25.22604	24.67336	24.50513	-1.99791654	2.700778034
Q15785;B4DXU3;Q6ZPD0	Q15785;B4DXU3	Mitochondrial import receptor subunit TOM34	TOMM34	26.80587	26.73441	26.29137	27.7805	28.10659	27.78669	-1.280710856	2.567265846
Q15788;A8K1V4;B5MCN7	Q15788;A8K1V4;B5MCN7	Nuclear receptor coactivator 1	NCOA1	24.54763	23.91843	24.61212	23.0982	23.18306	23.25188	1.181680044	2.196705629
Q15800;D6RDP9;D6R952;D6REA2	Q15800;D6RDP9;D6R952	Methylsterol monooxygenase 1	MSMO1	26.22628	26.13766	26.12607	25.69718	25.94677	25.59423	0.417277018	1.724927759
Q15813;B7Z4X8	Q15813	Tubulin-specific chaperone E	TBCE	25.83697	26.0333	26.02842	27.16471	27.21863	27.36486	-1.283171336	3.889412964
Q15814	Q15814	Tubulin-specific chaperone C	TBCC	23.81997	24.0874	21.66599	24.31313	24.56784	24.73464	-1.34741656	0.802476553
Q15906;A0A1W2PPT2;B4DMP5	Q15906;A0A1W2PPT2;B4DMP5	Vacuolar protein sorting-associated protein 72 homolog	VPS72	25.82728	25.56776	26.15319	25.88672	25.67702	25.42589	0.186203003	0.360272796
Q15907;H3BMH2;H3BSC1;A0A024R5Z8;P62491;B4DMN1;B4DQU5;M0R2D0	Q15907;H3BMH2;H3BSC1;A0A024R5Z8;P62491;B4DMN1	Ras-related protein Rab-11B;Ras-related protein Rab-11A	RAB11B;RAB11A	26.26008	26.82055	26.59292	26.74868	27.18839	27.51946	-0.594324748	1.009490501
Q15910;S4S3R8;A0A090N8E9;F2YMM1;Q75MP9;Q75MQ0;B7Z8K5;G3XAL2;Q59H64;Q6R125;B7Z8L6;E9PDH6;K7EIH5	Q15910;S4S3R8;A0A090N8E9;F2YMM1;Q75MP9;Q75MQ0	Histone-lysine N-methyltransferase EZH2	EZH2	27.76945	27.67882	27.67815	27.34976	27.34138	26.97673	0.486183802	1.733284742
Q15911;Q8N2Y6	Q15911	Zinc finger homeobox protein 3	ZFHX3	23.05699	22.70944	22.8253	21.94069	21.52571	22.19307	0.977416992	1.948304004
Q15942;Q96AF9;B4DY85;H0Y2Y8;Q28617;Q9BUS0;B4DQR8;H7C3D3;C9IZ41;C9JJK5;H7C3R3	Q15942;Q96AF9;B4DY85;H0Y2Y8;Q28617;Q9BUS0;B4DQR8	Zyxin	ZYX	25.85823	25.94311	25.40467	27.90357	28.02506	28.54749	-2.423370997	3.140293887
Q16181;E7EPK1;A4GYY8;Q3LIE9;E7ES33;Q8TC62;B4DUD6;A0A023T695;B4DNE4;A0A024RA87;G3V1Q4;A8K3D0;B4DPQ6;Q59EY4;A4D1Y2;Q3B7A3;A0A0U1RRM2;Q5JXL7;A0A0U1RRE1;A0A0U1RRH9;A0A0U1RRD1;Q6ZU15;A0A0U1RQK0	Q16181;E7EPK1;A4GYY8;Q3LIE9;E7ES33;Q8TC62;B4DUD6;A0A023T695;B4DNE4;A0A024RA87;G3V1Q4;A8K3D0;B4DPQ6;Q59EY4	Septin-7	SEPT7;DKFZp686F17268;Nbla02942	26.5198	26.65171	26.24349	28.50336	29.21563	29.55695	-2.620311101	2.851568082
Q16186;B4DMP7;Q68E00;A0A087WX59;A0A087WUX6	Q16186;B4DMP7;Q68E00;A0A087WX59	Proteasomal ubiquitin receptor ADRM1	ADRM1;DKFZp686G2045	25.13684	25.12822	25.0496	25.49402	25.79905	26.25859	-0.745667775	1.535954043
Q16352;Q59EM6;B4DE66	Q16352;Q59EM6	Alpha-internexin	INA	24.95598	24.79724	24.78362	24.79917	24.49954	24.84364	0.131493886	0.468973967
Q16512;Q15523;K7EL10;K7EM57;K7EKY9	Q16512;Q15523	Serine/threonine-protein kinase N1	PKN1	21.90143	21.73198	23.56186	24.88646	25.31903	25.24887	-2.753034592	1.997462542
Q16513;B1AL79;Q9UHS4;H0Y5V5;Q6P5W9	Q16513;B1AL79	Serine/threonine-protein kinase N2	PKN2	23.79452	23.85984	22.30847	24.56128	25.06878	25.51947	-1.728900909	1.396427477
Q16531;F5GY55;B7Z2A1;B4DSA8;B4DZP5;F5H2L3;F5GWI0;F5GZY8;F5GYG8;F5H198;B7Z859	Q16531;F5GY55;B7Z2A1;B4DSA8;B4DZP5	DNA damage-binding protein 1	DDB1	30.74687	30.86098	30.82282	31.09453	31.03171	31.03302	-0.242860794	2.452969978
Q16533;B2RC42	Q16533;B2RC42	snRNA-activating protein complex subunit 1	SNAPC1	24.84656	24.6872	24.85339	23.94548	24.13359	23.92443	0.794551849	3.120590816
Q16594;D6RGK3;D6RIV9;D6RIE8;D6RHW1;D6RIY1	Q16594;D6RGK3;D6RIV9;D6RIE8;D6RHW1;D6RIY1	Transcription initiation factor TFIID subunit 9	TAF9	26.56605	26.91536	26.91934	25.80435	25.88455	26.37602	0.778608958	1.659930882
Q16625;A0A0G2JMZ8;A8K3T2	Q16625;A0A0G2JMZ8;A8K3T2	Occludin	OCLN	26.27355	25.30873	25.86861	27.37642	27.20807	26.77467	-1.302755992	1.763790198
Q16637;E7EQZ4;A0A1W2PRV5;I2E4T1;B4DP61;I3QJX8;A0A076L8Z0;I6T6Y4;I3QJX9;A0A0G2JRY6;I2E4T0;A0A0G2JRX5;A0A0G2JQN8;H0YBZ9;I2E4S7;I2E4T3;I2E4T2;I2E4S9;Q9UNT8	Q16637;E7EQZ4;A0A1W2PRV5;I2E4T1;B4DP61;I3QJX8;A0A076L8Z0;I6T6Y4;I3QJX9	Survival motor neuron protein	SMN1;SMN2	25.79491	26.19007	26.06579	25.15182	24.53558	26.03723	0.775381724	0.79372361
Q16643;D6R9W4;B3KSQ7;D6RFI1;B7Z2Z0;D6R9Q9;D6RCR4	Q16643;D6R9W4;B3KSQ7	Drebrin	DBN1	25.0059	25.84728	25.30532	29.20149	29.7819	30.28449	-4.369792302	3.407096092
Q16658;B3KTA3;B3KTM9;C9JFC0;A0A0A0MSB2;C9JPH9	Q16658;B3KTA3	Fascin	FSCN1	30.17748	30.2466	30.03486	31.13136	31.15424	31.51291	-1.113192876	2.887258881
Q16706;A5PKX5	Q16706;A5PKX5	Alpha-mannosidase 2;Alpha-mannosidase	MAN2A1	23.85062	24.76724	23.98867	25.17588	25.77017	26.57102	-1.636845271	1.527218109
Q16763;K7EPJ1;Q6NXQ4;Q2QD04;K7EM75	Q16763;K7EPJ1;Q6NXQ4;Q2QD04	Ubiquitin-conjugating enzyme E2 S	UBE2S	27.03076	26.95903	27.11506	26.85412	26.65294	27.01255	0.195077896	0.794503849
Q16778	Q16778	Histone H2B type 2-E	HIST2H2BE	33.17313	33.27684	33.24785	32.93974	33.09361	32.77451	0.296653748	1.421043568
Q16831;C9J486;C9JIP2;B4DND0;Q86Y75;F8WD51;C9K0J2	Q16831;C9J486;C9JIP2;B4DND0	Uridine phosphorylase 1	UPP1	31.55298	31.69407	30.61526	21.62468	22.70137	22.87826	8.886000315	4.169978445
Q16881;A0A140VKC9;E9PIR7;B7Z2S5;A0A087WSW9;A0A182DWI3;B2R5P6;A0A024RBK9;A0A087WSY9;F8W809;Q6ZR44;E2QRB9;E9PKD3;A0A0B4J225;E9PIZ5;E9PKI4;E9PLT3;E9PQI3;A0A182DWF2;D3YTF8;Q59ET7;A0A182DWF3;B3KUQ5;A0A096LPK7;A4FTY4;E7EWK1;Q6M1B7;A0A096LPD9;Q9NNW7;Q17RE6	Q16881;A0A140VKC9;E9PIR7;B7Z2S5;A0A087WSW9;A0A182DWI3;B2R5P6;A0A024RBK9;A0A087WSY9;F8W809;Q6ZR44;E2QRB9;E9PKD3	"Thioredoxin reductase 1, cytoplasmic"	TXNRD1	28.3538	28.46607	28.30291	27.48408	27.73622	28.37256	0.509972254	0.884174764
Q1AHP8	Q1AHP8			28.41393	28.74801	28.08461	29.37716	22.31862	21.88633	3.888147354	0.731316182
Q1ED39;H3BPL4;H3BNU8;H3BMC9	Q1ED39	Lysine-rich nucleolar protein 1	KNOP1	30.16973	29.86462	30.07954	29.78619	29.62293	28.93714	0.589213689	1.00370749
Q1HBJ4;P28482;B4DHN0;Q499G7	Q1HBJ4;P28482;B4DHN0;Q499G7	Mitogen-activated protein kinase;Mitogen-activated protein kinase 1	MAPK1	27.32337	27.40844	27.27515	27.60738	27.79761	27.50605	-0.301361084	1.486342511
Q1I0L3;E7EVB6;B7Z6A9;E9PEY4;O60941;B7Z202;Q53QV1;B7Z258;Q53T51;Q53SF9;F8W9U0;Q53TC8;E9PE76;E7ES64	Q1I0L3;E7EVB6;B7Z6A9;E9PEY4;O60941;B7Z202	Dystrobrevin;Dystrobrevin beta	DTNB	22.61106	22.28069	22.75736	26.06919	25.71843	26.14505	-3.427855174	4.231286378
Q1KMD3;H3BQZ7	Q1KMD3;H3BQZ7	Heterogeneous nuclear ribonucleoprotein U-like protein 2	HNRNPUL2;HNRNPUL2-BSCL2	31.33431	31.33953	31.39525	31.40988	31.105	31.36385	0.063453039	0.26104261
Q1MSJ5;Q9H688;F2Z2M5	Q1MSJ5;Q9H688	Centrosome and spindle pole-associated protein 1	CSPP1	24.04535	23.77264	23.74037	21.3488	23.15318	21.61854	1.812608719	1.47406547
Q1RMC5;Q9HAW4;E7ESG2;Q05D30	Q1RMC5;Q9HAW4;E7ESG2	Claspin	CLSPN	25.13258	25.00697	25.46781	24.70641	24.0974	24.70841	0.698379517	1.331268786
Q1W6G4;Q9NQ29;Q53G47;A8MYV2;B8ZZ10;D3DU41;B8ZZ09;B8ZZ12;F8WBC1;F2Z322;B8ZZ08	Q1W6G4;Q9NQ29;Q53G47;A8MYV2;B8ZZ10;D3DU41	Putative RNA-binding protein Luc7-like 1	LUC7L	29.15328	29.13073	29.17999	28.84155	28.7759	28.30891	0.512546539	1.41808204
Q1XBU8;O75925;A4ZVS8;A4ZVS7;H3BSI8;H3BS65	Q1XBU8;O75925;A4ZVS8;A4ZVS7	E3 SUMO-protein ligase PIAS1	PIAS1	27.34993	27.12701	27.29597	26.6309	26.55144	26.37476	0.738604228	2.72755345
Q27J81;A0A0A0MQU1	Q27J81;A0A0A0MQU1	Inverted formin-2	INF2	21.69791	21.66069	22.937	23.732	24.83966	25.025	-2.433686574	1.856760066
Q2KHR3;B3KWV1;H0YCQ7;Q9H6S7;E9PQD3	Q2KHR3	Glutamine and serine-rich protein 1	QSER1	27.38574	27.13634	27.61933	28.70872	28.53367	28.17488	-1.091958364	2.185356872
Q2L6I0;A0A1U9X8C5;Q96QC0;Q58F28	Q2L6I0;A0A1U9X8C5;Q96QC0;Q58F28	Serine/threonine-protein phosphatase 1 regulatory subunit 10	PPP1R10	29.03575	28.96061	29.11677	28.26732	27.91085	27.99442	0.98017629	2.958821705
Q2LE71;B2R4D5;O15145;F8VR50;C9JZD1;B4DM63	Q2LE71;B2R4D5;O15145;F8VR50;C9JZD1;B4DM63	Actin-related protein 2/3 complex subunit 3	ARPC3	21.83789	22.97527	23.35743	25.0431	24.88227	25.62268	-2.459155401	2.073766326
Q2M1V9;A0A0A0MTH9;O14981;Q8N6J1;Q59HB6;Q05C17;Q6PI32	Q2M1V9;A0A0A0MTH9;O14981	TATA-binding protein-associated factor 172	BTAF1	29.12255	29.12729	29.13922	28.2889	28.35283	28.46579	0.760508855	3.897269125
Q2NKJ9;Q9H8G1;A8K360;Q69YQ2;A0A0G2JRS6;M0QXG3;M0QYF1;A0A0G2JNR8;M0R0L5;M0R392	Q2NKJ9;Q9H8G1;A8K360;Q69YQ2	Zinc finger protein 430	ZNF430;DKFZp762K012	24.21542	24.48302	24.48505	22.5455	22.42075	23.85595	1.453761419	1.444607067
Q2NKM7;A8MPP1;Q92771;F5GXJ8;F6WZM0;F5H235;B4DZY1;C9K0E8;B4DMS8;B4E115;B4DK70;F5GYY1;F5GXL6	Q2NKM7;A8MPP1;Q92771	Putative ATP-dependent RNA helicase DDX11-like protein 8;Putative ATP-dependent RNA helicase DDX12	DDX11;DDX11L8;DDX12P	26.00359	25.8804	25.87912	25.50857	25.43847	25.51722	0.432946523	3.069657653
Q2NKX8;B5MDQ0	Q2NKX8;B5MDQ0	DNA excision repair protein ERCC-6-like	ERCC6L	24.70504	25.15352	25.54528	27.92116	28.16514	27.17722	-2.619893392	2.618845832
Q2NL82;I3L1Q5;I3L4E8	Q2NL82	Pre-rRNA-processing protein TSR1 homolog	TSR1	30.61903	30.44055	30.56366	30.11086	30.04843	30.03604	0.475972493	2.931671921
Q2Q1W2	Q2Q1W2	E3 ubiquitin-protein ligase TRIM71	TRIM71	27.28586	27.40819	27.27498	30.02314	29.97501	29.77357	-2.600894292	5.116376376
Q2TA77;A0A087WUY7;A0A024RC49;O75928;B4DGW0;K7ER97;K7EJT4;A0A0A0MS92	Q2TA77;A0A087WUY7;A0A024RC49;O75928	E3 SUMO-protein ligase PIAS2	PIAS2	25.56964	25.77118	25.70786	25.33081	24.96314	24.95536	0.599789937	1.920122463
Q2TAB3;Q1ET63;Q1ET62;Q1ET61;B3KT14;A0A0A6YYL2;P0DMN0;P0DMM9;Q1ET65;Q1ET64;H3BNY7;H3BPL6;Q9UMT9;H3BRT0;Q59GG0	Q2TAB3;Q1ET63;Q1ET62;Q1ET61;B3KT14;A0A0A6YYL2;P0DMN0;P0DMM9;Q1ET65;Q1ET64	Sulfotransferase;Sulfotransferase 1A4;Sulfotransferase 1A3	SULT1A4;ST1A5;SULT1A3	24.21208	23.68571	23.62154	23.06318	23.51737	23.53659	0.467395147	0.897973707
Q2TAM5;E9PKH5;B4E082;A0A087X0W8;Q04206;E9PI38;E9PQS6;Q96F54;E9PKV4;Q96CP1;A0A087WVP0	Q2TAM5;E9PKH5;B4E082;A0A087X0W8;Q04206;E9PI38;E9PQS6;Q96F54;E9PKV4;Q96CP1;A0A087WVP0	Transcription factor p65	RELA	21.75108	21.65319	22.4853	22.59243	22.85154	22.7645	-0.772966385	1.323538822
Q2TBE0;H7C3G7;H0YE03;Q6PIV4	Q2TBE0;H7C3G7;H0YE03	CWF19-like protein 2	CWF19L2	27.32208	27.30704	27.27249	27.25025	27.01744	27.01861	0.205106735	1.222989235
Q2TSD2;Q01085;O15187;A8K5C4;E7ETJ9;E7ETC0;Q59G49;Q49AS9;A6NKZ9;B4DHS3	Q2TSD2;Q01085;O15187;A8K5C4;E7ETJ9;E7ETC0;Q59G49;Q49AS9	Nucleolysin TIAR	TIAL1	28.39289	28.51009	28.58402	28.32612	28.27298	28.51138	0.125509262	0.618378896
Q2TU84;A0A140VK69;P17174;B7Z1I2	Q2TU84;A0A140VK69;P17174;B7Z1I2	"Aspartate aminotransferase;Aspartate aminotransferase, cytoplasmic"	GIG18;GOT1	23.99378	24.10254	24.04135	24.06382	24.14484	25.14763	-0.406209946	0.508191211
Q2VIN3;Q96E39;A0A1B0GUK8;Q8N7X1	Q2VIN3;Q96E39	"RNA binding motif protein, X-linked-like-1"	RBMXL1	28.95358	28.90742	28.98188	27.22131	26.8521	26.69604	2.024472555	3.678083145
Q2VPE5;O95049;Q96KB4;K7ESC0	Q2VPE5;O95049;Q96KB4	Tight junction protein ZO-3	TJP3	26.04396	26.21141	25.88404	24.81402	24.66031	23.16884	1.832082113	1.578825958
